word,freq
간디,10
적당하다고,10
체리,10
변해가는,10
16년,10
직한,10
타카,10
가질수,10
퇴마록,10
가의,10
도둑질,10
유치함에,10
트랩,10
좋군요,10
박예진,10
위엄,10
지우고,10
재밋었음,10
FBI,10
걷고,10
참았다,10
욜라,10
있어여,10
강연,10
독고,10
되진,10
되도록,10
나긴,10
만발,10
치즈,10
가볼,10
차용,10
같긴,10
류현경,10
졸다가,10
죵,10
품격,10
3만,10
될거다,10
기대하겠습니다,10
이화영,10
헬드,10
슈트,10
은영,10
야하고,10
떠올라서,10
똑같아,10
도보,10
잘나가다,10
맛있게,10
슬,10
이데올로기,10
피티,10
LA,10
아니었구나,10
",,,,,,",10
무섭지만,10
광태,10
버리고싶다,10
보인,10
산만하게,10
나미,10
게머,10
들면,10
독일군,10
머겅,10
놀아나는,9
만찬,9
버려야,9
윈,9
했던건,9
진호,9
활짝,9
되라,9
느리다,9
좋구나,9
쩔게,9
맘마미아,9
게이물,9
하였으나,9
젖어,9
서린,9
트로트,9
맛깔,9
야경,9
져도,9
민망해,9
남북,9
따뜻함,9
높아진,9
낸거,9
부다페스트,9
망했네,9
온거,9
서글픈,9
맞서,9
깨달,9
보지말,9
What,9
was,9
좋앗어요,9
찰나,9
이중인격,9
점때,9
공통점,9
서나,9
보려다,9
처키,9
시키면,9
무리한,9
이해관계,9
갘,9
뿜었다,9
만족할,9
지모,9
봤었는,9
오늘이,9
수나,9
으이,9
쏠때,9
겸비,9
삼십분,9
재미없었어,9
왜색,9
찍어놓고,9
보이려는,9
열중,9
있을거야,9
맞짱,9
비디오테잎,9
쪼,9
모아놓은,9
헤어스타일,9
신선함도,9
챔프,9
나오더니,9
틀리지,9
쿨한,9
골목,9
들어온,9
미취,9
갑다,9
수트,9
권유,9
탁월하다,9
값진,9
되었을까,9
아닌데도,9
소희,9
호들갑,9
리리,9
것좀,9
발사,9
여름방학,9
울며,9
카톨릭,9
스러워서,9
오글거림의,9
사악한,9
움직인다,9
저수지,9
잡다한,9
이라길래,9
해보,9
끄러,9
삼만리,9
쿵푸허슬,9
빡치는,9
해병,9
사발,9
유치하네요,9
나온다면,9
쩔었음,9
미쉘,9
허드슨,9
애국자,9
아이스크림,9
윤하,9
^^!,9
할말도,9
아나킨,9
무뇌,9
특이하게,9
어이없었다,9
싫을,9
조그만,9
쓰지말고,9
배워야,9
같군,9
관용,9
필요한지,9
키도,9
무겁게,9
넘겨,9
잊게,9
게살,9
유니크,9
깽,9
옥택연,9
무전,9
변해,9
찾아보기,9
유연석,9
읭,9
찌질하게,9
레젼드,9
맞다고,9
기수,9
버렸어요,9
잡으려다,9
챙기고,9
먹자,9
돌릴,9
구야,9
전략,9
시리도록,9
일케,9
자각,9
붙어,9
".,.,",9
쓰레긴데,9
존멋,9
화나,9
망한듯,9
요하,9
응사,9
한혜진,9
붙여넣기,9
실비,9
돌아왔다,9
할께,9
명확히,9
에르,9
6월,9
낳는다,9
찍는지,9
해주신,9
하는지는,9
셀마,9
레슬리,9
닐슨,9
이럴줄,9
아름답지,9
깡,9
빼어난,9
열쇠,9
화합,9
깊숙히,9
들어가고,9
탈세,9
갔습니다,9
빠졌어요,9
린지,9
뻔햇,9
기인,9
고이,9
미안해요,9
산책,9
120분,9
그늘,9
아이맥스,9
폐가,9
감고,9
스탭들,9
시드,9
즐감,9
방학,9
중이병,9
형용,9
만듭시,9
밨는데,9
할머님,9
시온,9
유독,9
우리동네,9
하찮은,9
잼있습니다,9
호호,9
빙,9
아쉬운게,9
출산,9
따분함,9
언더월드,9
진짜루,9
서막,9
떠들고,9
애매,9
난뒤,9
이자스민,9
2시,9
질풍,9
모르겟지만,9
맹탕,9
엑스,9
떤,9
필자,9
관음증,9
마이클잭슨,9
동일,9
우승자,9
재밌는걸,9
말아먹고,9
개노답,9
ㅉㅉㅉㅉ,9
까비,9
품고,9
라그,9
넘었는데,9
거니,9
황폐,9
민들레,9
옵니다,9
잼잼,9
저러고,9
마리옹,9
이장우,9
블럭버스터,9
도적,9
비평가,9
뻔했습니다,9
김갑수,9
나빠요,9
그리구,9
모르네,9
있네여,9
독립영화관,9
소중하다,9
들입니다,9
핥기,9
호박,9
방한,9
뜨지,9
구두,9
그렇구나,9
발작,9
가량,9
재미있는듯,9
자면서,9
증폭,9
"~""""",9
조정석,9
총각,9
~*,9
본다는게,9
교묘하게,9
싫어짐,9
차게,9
칼부림,9
용재,9
오닐,9
두목,9
된지,9
애틋하고,9
갈비,9
표기,9
타락한,9
아쉽기만,9
즐거웠고,9
어우러지는,9
사시,9
없는거냐,9
될줄이야,9
박쥐,9
소오강호,9
하늘나라,9
심한거,9
기괴하고,9
조센징,9
떠오름,9
살았다,9
찾아야,9
추잡,9
찾을수,9
맨인블랙,9
디도,9
흘렸습니다,9
시시하게,9
느껴졌어요,9
zzz,9
로프,9
파국,9
저럼,9
따분하다,9
아키,9
하지요,9
황우슬혜,9
뽑는,9
처녀,9
지저분하고,9
thumbs,9
거슬리는,9
부문,9
는듯,9
츤데레,9
"!!""""",9
보았다면,9
군사,9
보는거야,9
필요없어,9
룸메이트,9
궁금하지,9
반올림,9
날듯,9
조문탁,9
권위,9
크레이븐,9
김영호,9
스러웠던,9
오른쪽,9
비슷한데,9
올라가고,9
떨리는,9
연쇄살인범,9
진부하게,9
라스베가스,9
의혹,9
처참한,9
식객,9
고니,9
아귀,9
really,9
조은,9
브이,9
바론,9
유다,9
아웅,9
이지현,9
김해숙,9
역행,9
화비,9
소감,9
미처,9
보는대,9
경찰서,9
여행가,9
사토미,9
2013,9
재미없을것,9
forever,9
별루임,9
쓰게,9
즐길만,9
확보,9
위대함,9
정웅인,9
맺,9
미쳤어,9
쥐뿔,9
처절하고,9
효율,9
잘하,9
후회됨,9
할지라도,9
깡통,9
이었죠,9
추한,9
훨배,9
윤두준,9
느껴지게,9
장대,9
만들어주신,9
지울,9
지루하구,9
재밋습니,9
이었다고,9
보여줍니다,9
무책임한,9
맞는것,9
ㄲㅈ,9
날짜,9
참신한데,9
운운하는,9
거슬리고,9
다재,9
구별,9
흥겨운,9
보고싶었던,9
빈약하고,9
리즈중,9
??..,9
코네,9
일것이다,9
이민자,9
좋았던것,9
아까와,9
촌티,9
나오니깐,9
유학,9
머레이,9
순수함과,9
4.5,9
자평,9
식민지,9
높이기,9
편안하고,9
했기,9
보게하는,9
"?""",9
견줄만,9
통렬,9
강변,9
없으나,9
튀고,9
참사,9
무스,9
됐다는,9
없진,9
씌,9
소수자,9
답답해요,9
MB,9
무릎,9
제자리,9
서요,9
새로운게,9
나는지,9
믿지마라,9
합니다만,9
이어진다,9
아쉬웠습니다,9
라이어,9
애매하고,9
없을거,9
보고싶고,9
뛰게,9
미쳤나,9
이창동,9
자란,9
막힌다,9
이겼다,9
아프,9
해보지,9
모르겠다는,9
귀족,9
거볼,9
매즈,9
궁금합니다,9
더록,9
모르겟네,9
영국영화,9
규모,9
아보,9
막바지,9
무용,9
죽여주는,9
미지근한,9
ㄱㄱㄱ,9
느릿느릿,9
사랑스러웠다,9
어수선한,9
누명,9
많은게,9
느리게,9
아니면서,9
몸소,9
안나옵니다,9
유치하네,9
NG,9
연합,9
억울해서,9
왔을,9
찾아본,9
한단,9
고풍,9
안재욱,9
뭉,9
불타는,9
한건,9
궁금한,9
뛰어넘을,9
하시네,9
덱스터,9
필요할,9
교복,9
않았어,9
랭킹,9
부어,9
아메리칸파이,9
심하네요,9
심의,9
원했는데,9
나가다가,9
쉴드,9
즐기기,9
명과,9
소중하고,9
없긴,9
구슬,9
않는듯,9
감사하다,9
사냥꾼,9
개구,9
바꿀,9
원하던,9
하시는지,9
다루지,9
11시,9
150,9
쪽박,9
현수,9
소심한,9
보세용,9
정지,9
멜라,9
씁쓸하지만,9
나온것,9
훌륭하게,9
유희왕,9
구출,9
잇지,9
아따맘마,9
싫다는,9
완벽해,9
허울,9
전기톱,9
하겠어,9
오마주,9
박민영,9
쓰지마라,9
늦지,9
---,9
남주와,9
아름다웠습니다,9
케네디,9
슬프면서도,9
늙고,9
한물간,9
같으나,9
수요일,9
넣으면,9
강성재,9
바닷가,9
상일,9
파이트클럽,9
북미,9
작일,9
지루하며,9
장보리,9
게재,9
생생하네요,9
88년,9
은교,9
재미없을줄,9
100억,9
원츄,9
홈즈,9
이제일,9
만들었구만,9
나오며,9
염소,9
할수는,9
애매하다,9
임펙트,9
버들,9
헬렌,9
다른듯,9
정찬,9
좋냐,9
베트남전,9
놀아,9
태극권,9
캐빈,9
하셔야,9
싸다,9
보태,9
Oh,9
불허,9
"..""""",9
괄호,9
오지호,9
톰과제리,9
같았고,9
하비,9
도우,9
찝찝해,9
버프,9
오그라들어,9
받어,9
테두리,9
0%,9
전시,9
'.,9
득,9
제때,9
텍사스,9
졸리는,9
트럭,9
쾅,9
샬롯,9
번영,9
소시오패스,9
쓰는건,9
해달라고,9
썼는지,9
탈주,9
로스트,9
ㅁㅈㅎ,9
달랐다,9
네일,9
샵,9
볼수있어,9
시크릿,9
울려퍼지는,9
오길,9
아니며,9
서영이,9
역전,9
흡인,9
~~~!,9
미쟝센,9
그남자,9
주고싶네요,9
닝,9
훌륭했습니다,9
됐는지,9
재미있구만,9
수영장,9
보다만,9
전날,9
실망했던,9
4분,9
갇혀,9
윤제균,9
순애보,9
김흥수,9
악순환,9
튀어,9
따르는,9
청소,9
잡으면,9
편한,9
역겨웠다,9
리드,9
짓도,9
북괴,9
차리고,9
넷,9
미안한데,9
하셨으면,9
아프지,9
퉁퉁,9
시인,9
디아,9
>_,9
국경,9
닿았던,9
기생,9
무셔,9
찍다니,9
생사,9
미란다,9
선장,9
도용,9
단비,9
찍는게,9
같구,9
깜빡,9
찾아보게,9
던질,9
낳다,9
퀄러티,9
맞을듯,9
찍다가,9
안햇,9
5일,9
;;;;;;;,9
먹어도,9
줏대,9
연기면,9
되는거야,9
100회,9
입문,9
만들려는,9
시저,9
슬펐습니다,9
감초,9
쉬리,9
홍은희,9
충분하다고,9
배리,9
뿐인듯,9
북극,9
먹었네,9
좋겠,9
하겠네요,9
더잘,9
읽다,9
있었,9
파업,9
다중인격,9
했을지,9
알아,9
안되죠,9
같았던,9
허상,9
보잘,9
만빵,9
아앙,9
도제,9
한국사,9
무공,9
정해진,9
건강한,9
가를,9
꽃뱀,9
웃겼는데,9
당한다,9
먹다가,9
ㅇㅏ,9
사토,9
당분간,9
한건데,9
가능하다,9
입니다요,9
날카로운,9
졸고,9
어라,9
엠,9
박기웅,9
굴러,9
오가는,9
재미있겠다,9
지루해진다,9
돌아가서,9
높을,9
배울까,9
뻘,9
열폭,9
밋다,9
돌아가,9
끌면서,9
발언,9
냉정한,9
알아주는,9
만들길,9
죤나,9
왔네요,9
불쌍했다,9
칙칙한,9
말아먹는,9
본보기,9
부잣집,9
환각,9
1999년,9
먹는거,9
복판,9
비도,9
버리기,9
많냐,9
더러워지는,9
분다,9
기억나지,9
유키,9
임금,9
연우진,9
손은서,9
추는,9
프랑스어,9
르네젤위거,9
구석구석,9
살려고,9
주부,9
달콤,9
떠올라,9
텅,9
이기우,9
해서인지,9
김현중,9
안톤,9
왜냐면,9
無,9
사이다,9
블런트,9
안되는지,9
아파요,9
간츠,9
1960년,9
포세이돈,9
궁금했는데,9
러블리,9
른,9
조온나,9
정도전,9
창피하다,9
무성의,9
아껴,9
외노자,9
지루한거,9
밀도,9
하지말라는,9
싶지는,9
일어나,9
해방,9
기다리다,9
거늘,9
얼어,9
끝내주네,9
무상,9
~??,9
진부함을,9
따스하고,9
원장,9
일등,9
먹었던,9
넘기고,9
격감,9
요즈음,9
주륵주륵,9
가능할까,9
빵터지는,9
싶은지,9
보컬,9
의적,9
학도,9
알라딘,9
일종,9
당사자,9
우치,9
모자란다,9
안될것,9
좋아한,9
멀쩡히,9
부숴,9
무었,9
타협,9
셰익스피어,9
주는지,9
！,9
자아내는,9
아니라도,9
찍느라,9
평행이론,9
왔고,9
다이빙,9
노조미,9
잔인성,9
뚫고,9
일일이,9
먹는데,9
단언,9
달튼,9
부럽,9
가득하다,9
낭자,9
안내상,9
썼다는,9
배트,9
된다니,9
호수,9
^^^,9
좋았을것을,9
고쳐,9
늦었지만,9
장엄한,9
엉뚱하고,9
휴식,9
이였다,9
어바웃타임,9
난해하지만,9
강마,9
합창,9
!!!!!!!!!!!!!!!!!!!,9
끼칠,9
매국노,9
피셔,9
이성민,9
바꾸고,9
테오,9
프로포즈,9
이기전,9
밝게,9
통증,9
8~9,9
재밌더라구요,9
흔하지,9
매길,9
늘어,9
엘프,9
눈물남,9
뷰티풀,9
치정,9
마리아,9
힘들었어요,9
쪼가리,9
(+,9
일전,9
휴지통,9
클라이맥스,9
계보,9
부려,9
김민선,9
연쇄살인,9
알몸,9
무시무시한,9
안다는데,9
무지개,9
숨쉬는,9
않을만큼,9
톰슨,9
33,9
h,9
최면,9
어울려서,9
유쾌했던,9
동전,9
들이는,9
매춘,9
인재,9
잇냐,9
찌든,9
고대,9
할매,9
러시아워,9
만든것도,9
위버,9
창정,9
시시해,9
김지훈,9
승호,9
못지않은,9
끝내줌,9
재임,9
R,9
소주,9
흥미로웠던,9
먹다,9
숟가락,9
재미없을수가,9
4.3,9
어리고,9
해봤는데,9
막힘,9
추측,9
go,9
나오는군,9
마세,9
유기,9
배종옥,9
어린아이가,9
유두,9
고흐,9
아닐듯,9
슬프네,9
바니,9
무턱,9
들어갔다,9
부하,9
죄수,9
않았으나,9
부상,9
토나와,9
돌아와,9
주었던,9
얻었다,9
할지도,9
되거나,9
징그러운,9
꾸러기,9
메멘토,9
이간,9
어색했다,9
기다려져요,9
점줄,9
어딨어,9
분도,9
찍었네,9
박성웅,9
그렇네,9
고다르,9
에필로그,9
젊고,9
겨냥,9
전현무,9
공동,9
재미있었,9
박근혜,9
낙하산,9
귀여웡,9
반한,9
박재범,9
보여주는지,9
다이스,9
테디,9
서두,9
졸지,9
알았다면,9
낮아요,9
4천원,9
정자,9
포효,9
볼트,9
집도,9
멀더,9
은수,9
지나니,9
찾지,9
하악,9
만드는건,9
3회,9
하고싶어지는,9
김소은,9
후우,9
3~4,9
점안,9
생기지,9
내전,9
영화포스터,9
펼쳐,9
이끌고,9
않을까요,9
밋엇,9
살았으면,9
간히,9
10월,9
없어지는,9
나무랄,9
튀어나오는,9
없었어도,9
다가온,9
악질,9
로멘,9
오연서,9
로망스,9
반해서,9
이상아,9
반란,9
뿐인,9
~^,9
해줬는데,9
무지막지,9
배창호,9
에헴,9
델,9
",.,",9
일본사람,9
돌변,9
물속,9
폭망,9
상우,9
악수,9
나오자마자,9
필연,9
오는데,9
배드씬,9
엇으,9
앉은,9
비상,9
랍,9
킥애스,9
구시대,9
김재중,9
관계없이,9
강박,9
어설프기,9
덴,9
흠잡을데가,9
재목,9
감사하며,9
멋있었고,9
정면,9
개개,9
수동,9
링크,9
크래,9
노망,9
승천,9
지도자,9
잼나고,9
나른한,9
올까,9
야마다,9
모르는듯,9
좋으련만,9
쨔응,9
김희애,9
성공하는,9
웠,9
코멘트,9
따구,9
해온,9
상하이,9
풋볼,9
역겨워,9
미신,9
도심,9
타지,9
터지네요,9
티격태격,9
스파르타쿠스,9
강인한,9
사유,9
밀폐,9
똥칠,9
억양,9
이효리,9
헿,9
part,9
예기,9
아이엠샘,9
이응경,8
핀란드,8
나이틀리,8
머금,8
신선했는데,8
타르,8
들어맞는,8
달팽이,8
폭도,8
때리네,8
패널,8
가구,8
허풍,8
수백향,8
떼기,8
뻑,8
고역,8
탈피,8
하는지를,8
훈훈하네요,8
응답,8
버릴게,8
trash,8
프로필,8
이적,8
영화로서도,8
토막,8
받았다고,8
80~90년,8
아니예요,8
시베리아,8
달이,8
추노,8
네러티브,8
위조,8
끌어가는,8
딸린,8
검증,8
사슴,8
김유미,8
해주길,8
보겠는데,8
난정,8
빠수니,8
괜찮았습니다,8
낳으면,8
김상중,8
괴로웠다,8
오락가락,8
데넘,8
2.2,8
찍지마라,8
육감,8
각도,8
우아,8
유치했지만,8
상호,8
겨운,8
섭렵,8
따분,8
벌인,8
만들던,8
꼴통,8
like,8
훠,8
얼씬,8
문란한,8
정조,8
여호와,8
다스베이더,8
김소현,8
됬습니다,8
였을까,8
통과,8
따라감,8
볼것이다,8
그럴듯하고,8
높다니,8
상콤,8
빠져듬,8
광희,8
줘라,8
틀었는데,8
먹었음,8
맘속,8
아이구,8
있다는거,8
거슬림,8
스태프,8
불쌍타,8
하염없이,8
바친다,8
개폼,8
준거다,8
닿고,8
브랜드,8
대미,8
슬펐고,8
시나리오작가,8
아깝구나,8
기억나,8
전해진다,8
고어영화,8
모기,8
만들었을,8
설국열차,8
안좋게,8
온라인,8
페드로,8
할줄이야,8
한다니,8
나왔다니,8
관장,8
보면되,8
시종,8
프렌치,8
산만해서,8
선진국,8
조만간,8
어딨냐,8
누리,8
군상,8
따지는,8
누르고,8
코트,8
미치지만,8
부작용,8
예진,8
리자,8
훼,8
나면서,8
이상자,8
중화사상,8
유전,8
이자나,8
집기,8
불쾌감,8
확실함,8
재미없을거,8
익숙하지,8
많아졌으면,8
선희,8
찾아볼수가,8
가원,8
웃으면,8
알려주지,8
집합소,8
욱일승천기,8
해명,8
교황,8
생기고,8
세영,8
보디가드,8
모자라다,8
단발머리,8
싱겁다,8
소유자,8
장악,8
부녀,8
터치,8
more,8
쉬세요,8
실사영화,8
해전,8
손톱,8
싸우다,8
캐롤,8
약물,8
신랄한,8
싫어지네요,8
여울,8
발라,8
드린다,8
잠기,8
로드리게스,8
포도,8
블룸,8
높,8
강대국,8
남일,8
재수없는,8
법적,8
투철,8
말듯,8
가증,8
아니였지만,8
뿌린,8
해서웨이,8
여덟,8
지루하다가,8
없겠지,8
갑갑한,8
이기만,8
원더풀,8
인심,8
천배,8
성숙,8
카사노바,8
그램,8
76년,8
화난,8
어번,8
알반,8
장병,8
험담,8
있긴하지만,8
어진,8
아영,8
마가렛,8
감출,8
명확하게,8
만드는것도,8
유식,8
스카,8
웃긴것도,8
가늠,8
정감,8
만들지도,8
이수혁,8
에미,8
설치는,8
컬트영화,8
만족스럽다,8
읽는듯,8
사키,8
꼬띠,8
이끈,8
힘내시고,8
나물,8
하등,8
2000,8
모르는것,8
아까워라,8
어눌한,8
시키려,8
하지못한,8
좃,8
진지함이,8
초상,8
99,8
있더만,8
부럽지,8
벅스라이프,8
젬,8
되는가,8
작도,8
포레스트검프,8
개보,8
줍시다,8
고객,8
칭송,8
망하지,8
6시,8
현영,8
추적자,8
공이,8
멍멍,8
의사소통,8
"!!""",8
애절하다,8
뭐시기,8
정두홍,8
유년기,8
특별출연,8
실망하고,8
거지같다,8
SNS,8
하노,8
분간,8
지릴,8
참을수가,8
희롱,8
보겠다는,8
개나줘,8
만들었지만,8
시킬수,8
크리스탈,8
야만,8
브라운,8
왜인,8
그레고리,8
두근,8
월급,8
안토니오,8
높은것,8
못만듬,8
이어진,8
의형제,8
그리워지는,8
쪽팔려,8
말초신경,8
무수,8
조심하세요,8
하려는지도,8
졸아,8
오를,8
얼짱,8
롯,8
찍으세요,8
갈까,8
말지어다,8
채팅,8
비아,8
틀어주는,8
번봄,8
격하,8
다정한,8
밋었,8
9.11,8
많았습니다,8
...-_-;,8
자괴,8
썻,8
파장,8
강호,8
흘러가,8
끗,8
기억상실증,8
독특하지만,8
스트레이트,8
나왔다는게,8
운석,8
아사,8
어울리네,8
상쾌한,8
"...""""",8
루비반지,8
은색,8
성지,8
주근깨,8
촌스러워,8
오그라들게,8
번더,8
어뜨케,8
우연찮,8
-_-..,8
감사함을,8
전격,8
멀었다,8
단발,8
거고,8
-;;,8
전태일,8
미루다가,8
전우,8
좋구만,8
프랑,8
히로인,8
선샤인,8
가톨릭,8
불운,8
야해,8
박정민,8
참지,8
아닐지라도,8
해달라,8
있었군요,8
빅맨,8
프라,8
죽이려고,8
시키는게,8
미셀,8
진격,8
리더십,8
민망해서,8
불호,8
노희경,8
박차고,8
호크,8
흘러간,8
히로스에,8
안좋음,8
리모컨,8
자연스런,8
규칙,8
발산,8
호세,8
지드래곤,8
구스,8
끝나냐,8
빠져든,8
오글거리지만,8
배우란,8
옥상,8
파이퍼,8
인데도,8
다라,8
펠레,8
역겨웠음,8
화산,8
이상할,8
적지,8
찍었다고,8
웰컴,8
담아내는,8
정신분열,8
그해,8
여분,8
보듯,8
나이스,8
깨닫는,8
식탁,8
립,8
다듬으면,8
아스,8
주려다,8
디스코,8
조보아,8
정기,8
벌어진,8
지오,8
철권,8
해보시길,8
백발,8
달리기,8
못지않게,8
자연재해,8
8회,8
////,8
좋아하긴,8
있는지도,8
드레스,8
씬시티,8
헛된,8
차기,8
히든싱어,8
에이스,8
어부,8
다모,8
본거야,8
싶었어요,8
암세포,8
빠들,8
앞선,8
나오는거야,8
이건모,8
심해서,8
재미있는거,8
",,.",8
수식,8
조류,8
아니여도,8
국비,8
야하는거,8
부족하군,8
리안,8
영화장르,8
!!!^^,8
줄려다가,8
말았음,8
VS,8
유치한듯,8
연도,8
수만,8
좋아한다는,8
국물,8
질의,8
알트,8
에반스,8
사이드,8
울었,8
등골,8
척도,8
본전,8
고립,8
깝깝,8
끝났네,8
공항,8
은별,8
보고싶다는,8
한결같은,8
로비,8
어색하지만,8
전투력,8
맨홀,8
졸렸다,8
쪽팔린다,8
8.0,8
맨오브스틸,8
유민,8
하겠어요,8
임밸류,8
마리오,8
건전한,8
전라,8
알렉산더,8
이주,8
시키기,8
머시,8
1:1,8
26,8
임은경,8
처형,8
68년,8
노노,8
하룻밤,8
생계,8
담론,8
아이즈,8
줄타기,8
들마,8
만족한다,8
닮았네,8
적당할듯,8
뒤집어짐,8
있어야하는데,8
강하,8
따뜻함과,8
기대했으나,8
했겠지만,8
전주,8
만드느라,8
어두워서,8
유치하기만,8
맞죠,8
떨,8
폐기물,8
오맹달,8
퇴물,8
높은거지,8
해보고싶다,8
작곡,8
부조화,8
시각장애인,8
아니길,8
힘없는,8
드물게,8
남겼다,8
딱이네요,8
케이크,8
자수,8
지루한지,8
저력,8
업체,8
얌,8
Tv,8
협찬,8
오그라들고,8
마왕,8
높은거야,8
하십니다,8
덥지,8
글렌,8
클로즈,8
계집,8
대단하다는,8
마이애미,8
민정,8
품은,8
젤로,8
펙,8
김예림,8
견뎌,8
흘림,8
뻔하네,8
아련하네요,8
옳은,8
수두,8
조성하,8
재밌어도,8
만들수있는,8
가인,8
됬고,8
안중,8
어머님,8
위장,8
이하고,8
그랬을까,8
지시,8
지역감정,8
회피,8
울트라맨,8
생쇼,8
크리스챤,8
애하,8
어렵네요,8
업자,8
오래되서,8
좋으니,8
다르다는,8
예견,8
질렌할,8
재밌더만,8
성당,8
폭행,8
듯함,8
서지,8
ㅎㅎㅎㅎㅎㅎ,8
열광하는,8
입니,8
산악,8
허용,8
잡으러,8
돌아다니는,8
떠올리며,8
봐두,8
악덕,8
훈훈하다,8
한을,8
이태리,8
새롭네요,8
알못,8
넘어가고,8
엇습,8
없어질,8
벌이는,8
비만,8
설사,8
십자가,8
되구,8
수상작,8
시끄러,8
쓰긴,8
스크린쿼터,8
60초,8
이지훈,8
갑갑하다,8
빔,8
ktx,8
자른,8
프로스트,8
됐을텐데,8
염두,8
깨끗하게,8
전수,8
채식,8
좌익,8
닫고,8
지끈,8
렌스,8
브레이,8
져요,8
기와,8
노처녀,8
몰살,8
오오오,8
모에,8
오그라들,8
없인,8
할껄,8
불리는,8
지갑,8
통화,8
김태우,8
괴상한,8
이었기에,8
하급,8
바라보며,8
나눠서,8
알려져,8
투명인간,8
했다는데,8
있더라도,8
사는거,8
밟고,8
병헌,8
넘는다,8
갖고있는,8
마음대로,8
귀엽지만,8
백원,8
천둥,8
파리스,8
억울한,8
ㅇㅇㅇㅇ,8
멍청하다,8
끼어,8
리다,8
싫게,8
지루하지는,8
후광,8
없네여,8
청승,8
볼려다가,8
얍,8
거칠고,8
병기,8
갈듯,8
조선인,8
돕기,8
않을텐데,8
할수있나,8
찍겠다,8
날린,8
유치한거,8
재밌었네요,8
얼척,8
일본침몰,8
just,8
장땡,8
무겁지만,8
20회,8
깎기,8
대장금,8
어수선하다,8
난잡,8
쓰자,8
~^^*,8
지불,8
도와주는,8
아니나,8
긴하게,8
충실하다,8
존엄,8
창피해,8
눈망울,8
선지,8
측,8
탁탁,8
환장한,8
없었어,8
부족한거,8
아닐테고,8
초강추,8
존박,8
울어서,8
60분,8
빈약함,8
멋있네,8
비키,8
그러는,8
시집,8
백성,8
뉴하트,8
요인,8
바람직한,8
잔인해서,8
타자,8
마비,8
탈옥,8
~',8
right,8
찬가,8
가선,8
갔어,8
변경,8
백치,8
들이었다,8
민망하고,8
스칼렛요한슨,8
투더,8
루팡,8
이루어진다,8
판권,8
칠레,8
흥미로,8
보인다고,8
랄라,8
치우친,8
밀레니엄,8
비하면,8
놀랐네,8
보았으면,8
부드럽고,8
할렐루야,8
만족한,8
멋져서,8
가져야,8
있었던가,8
자장가,8
보이스,8
김성수,8
기무라,8
듣지,8
공산주의,8
주드로,8
신의한수,8
백만배,8
5회,8
재연배우,8
노리개,8
멋지지만,8
제타존스,8
불상,8
대여,8
졸릴,8
누를,8
가냐,8
보곤,8
통통,8
엔진,8
고리타분한,8
피에르,8
찝찝하다,8
하위,8
간과,8
그러므로,8
늙은이,8
필사,8
흔들,8
찬란하고,8
라이벌,8
이동,8
오토,8
더없이,8
퓨리,8
가죽,8
없단,8
기대기대,8
바르,8
~~~~!!!,8
돋았음,8
보이기,8
!!!!!!!!!!!!!,8
기억나요,8
허지웅,8
피비,8
재미없는거,8
해보세요,8
해가면서,8
없었다고,8
관중,8
연달,8
해야죠,8
그러하다,8
똥덩어리,8
줄까,8
편안히,8
불러도,8
범위,8
저주받은,8
가해,8
제품,8
불치,8
미안합니다,8
매춘부,8
따라하는,8
무서웠지만,8
신비한,8
저지르는,8
불의,8
재밌던,8
침공,8
듣는게,8
남게,8
낰,8
받아들이는,8
쓸만,8
신기전,8
들에게,8
초라한,8
이어져,8
용기있는,8
웃기더라,8
느껴지긴,8
뜬구름,8
에스티,8
힘겹게,8
모양새,8
저항,8
시끄러운,8
태우고,8
뛰어나지만,8
모래시계,8
미저리,8
풀풀,8
넘김,8
소울,8
아닌건,8
퇴장,8
편임,8
골로,8
내어,8
다르긴,8
태평양,8
곱씹게,8
걸렸다,8
포레스트,8
재결합,8
무협지,8
허수아비,8
쫄딱,8
마사미,8
이었는지,8
말좀,8
에볼루션,8
맥빠지는,8
드라이브,8
애드리언,8
견,8
찍었음,8
만들듯,8
뜰,8
그랬고,8
규어,8
미적,8
낀거,8
이송희일,8
나오는것도,8
졸립고,8
해군기지,8
흐르고,8
귀엽구,8
우릴,8
드루,8
되었구나,8
흐릿,8
낚였음,8
정일우,8
전복,8
되가는,8
계몽,8
당선,8
마스,8
만으론,8
종현,8
부럽네요,8
수채화,8
받,8
찍다,8
화나게,8
우피,8
쫓기는,8
거지같음,8
몰카,8
4월,8
한지혜,8
무는,8
주드,8
발굴,8
얼빵,8
살아있다는,8
벌려고,8
주랑,8
생방,8
맡기고,8
비슷한거,8
클리,8
하겠고,8
마츠코,8
기껏,8
쓰니,8
모하,8
유치하기도,8
진부하지만,8
하와이,8
장물,8
읽어라,8
구마,8
실망했습니다,8
ㅎㄷㄷㄷ,8
보려구요,8
snl,8
추리물,8
붙이는,8
그렇구,8
죽이는건,8
죽는다는,8
칸타빌레,8
무모한,8
초인,8
들린,8
웨어,8
주일,8
야했다,8
보관,8
선악,8
어우동,8
술해,8
우스운,8
승희,8
이티,8
이사,8
맛깔나게,8
깜깜,8
쥬리,8
무감각,8
전문성,8
아이거,8
빼놓고,8
35분,8
쟈니,8
데이비스,8
윤성호,8
흔드는,8
좋아진다,8
감있게,8
않하고,8
